project_id,latitude,longitude,neighbourhood_cleansed,price,room_type,accommodates,bedrooms,beds,host_is_superhost,number_of_reviews,reviews_per_month,review_scores_rating,minimum_nights,availability_365,amenities_count,bathrooms,NEAR_DIST,House_Buffer_metro_500Join,House_Buffer_metro_100Join,House_Buffer_bus_500Join,House_Buffer_bus_100Join,count_shop_500m,count_rest_500m,count_commercial_500m,dist_to_beach,dist_to_park,dist_to_water,dist_to_tour
160,22.28977,114.20155,Eastern,180,Private room,1,1,1,0,0,0,0,31,364,2,1,150.52723423546928,1,0,95,0,22,44,66,3418.8551051874365,91.48250566721094,278.0810030045784,432.0859086454281
163,22.31747,114.16852,Yau Tsim Mong,458,Private room,4,0,2,0,85,0.65,4.52,2,81,19,0,773.7756850103644,0,0,136,2,70,215,285,2251.9927505221813,272.99901277632404,593.0775467572611,247.0485136511967
165,22.29588,114.26792,Sai Kung,800,Private room,2,1,1,1,9,0.07,5,28,0,38,1,92.81054396193569,1,1,9,4,1,1,2,1457.9291889764006,166.03367679627831,613.6932536523612,5327.545408490876
166,22.29311,114.20241,Eastern,2520,Entire home/apt,4,2,2,0,6,0.07,4.67,28,282,42,1,297.54967089984063,1,0,80,16,19,49,68,3248.112697008708,75.33262977368652,572.0433283869995,529.4484599227497
167,22.38723,114.26637,Sai Kung,1700,Entire home/apt,3,2,2,0,283,2.15,4.67,1,324,46,1,6486.49923189729,0,0,0,0,0,0,0,1021.5447162821924,222.3292241309125,980.7227771713792,2242.9655784114293
169,22.27673,114.17258,Wan Chai,180,Private room,1,1,1,0,0,0,0,30,364,4,1,628.5635949695834,0,0,145,7,50,310,360,3861.492319740673,117.95021289516518,201.3766441215104,839.994540363104
173,22.28035,114.15638,Central & Western,180,Private room,2,1,1,0,0,0,0,29,364,5,1,1523.6003466655573,0,0,128,2,33,300,333,3694.045669691342,236.59548052391105,266.6663512265663,85.81438028138126
175,22.28576,114.14928,Central & Western,180,Private room,1,1,1,0,0,0,0,30,364,4,1,684.980371903293,0,0,97,3,37,169,206,3258.9173600401896,119.83498719754591,167.72214589743416,323.9987464148089
179,22.28693389892578,114.13623809814452,Central & Western,990,Entire home/apt,3,2,3,1,100,0.77,4.93,4,109,49,1,336.12293554138,1,0,51,3,28,84,112,1989.974649688652,258.31018733160306,510.4977348536283,463.4082868021809
180,22.31988,114.1706,Yau Tsim Mong,315,Private room,2,1,1,0,129,1,4.46,1,364,11,1,559.1867687219496,0,0,149,16,72,201,273,2430.1647868174477,216.13778025486883,397.804237101112,226.1246652296008
182,22.3199,114.17053,Yau Tsim Mong,326,Private room,2,1,1,0,70,0.54,4.43,1,364,12,1,554.1547614157212,0,0,149,16,72,203,275,2422.8199633145564,220.2328544424571,391.8847882470912,229.3501033552136
184,22.2820541838612,113.94027260031795,Islands,450,Entire home/apt,1,1,2,0,0,0,0,1,359,6,1,804.3119736703198,0,0,41,1,1,9,10,3748.5030243035912,562.8815123071971,768.2337142999219,4783.970820483921
185,22.31961,114.18659,Kowloon City,299,Shared room,1,1,8,0,139,1.06,4.83,1,355,18,2,311.5248247756463,1,0,56,4,12,50,62,4076.66081020955,232.5393297581277,1281.4476537992268,781.3044043368892
186,22.31986,114.17053,Yau Tsim Mong,496,Private room,4,1,3,0,152,1.17,4.45,1,354,8,1,558.1891990686964,0,0,149,16,72,202,274,2423.120760373038,223.06036207865608,395.5529209166578,224.977490800186
188,22.31986,114.17059,Yau Tsim Mong,353,Private room,2,1,1,0,117,0.89,4.21,1,352,12,1,560.7599987167802,0,0,149,16,72,202,274,2429.287884389256,218.36871012756356,399.0348190182975,224.06443790289975
189,22.3199,114.17055,Yau Tsim Mong,399,Private room,2,1,2,0,65,0.5,4.22,1,361,10,1,555.0115963904024,0,0,149,16,72,201,273,2424.875917480894,218.64051456816517,393.0488769895798,229.0334287777297
190,22.30929,114.172,Yau Tsim Mong,178,Shared room,2,2,10,1,223,1.7,4.83,1,57,22,2,789.1073437695048,0,0,83,12,41,128,169,2896.049016190941,175.1294119560272,918.6661917344315,316.34209742979806
191,22.30878639221192,114.17095184326172,Yau Tsim Mong,178,Shared room,2,1,10,1,358,2.74,4.82,1,35,21,2,674.4526108223918,0,0,95,12,46,163,209,2827.747926701303,182.9710510327434,844.4238590572005,212.86973450969236
192,22.31989,114.17053,Yau Tsim Mong,603,Private room,3,1,3,0,96,0.74,4.36,1,355,11,1,555.1628725159205,0,0,149,16,72,203,275,2422.894406936045,220.93479867328136,392.8003501878616,228.2567449602134
193,22.31998,114.17056,Yau Tsim Mong,514,Private room,4,1,3,0,112,0.86,4.16,1,364,9,1,547.4108558541731,0,0,150,16,72,200,272,2425.327223035237,212.2930258083701,386.37848594825806,237.65064887655677
195,22.31705,114.17076,Yau Tsim Mong,617,Entire home/apt,4,1,2,0,10,0.09,4.3,1,364,6,1,858.182932803291,0,0,139,4,67,221,288,2487.417679773315,115.22552765324907,684.5410197494502,59.29079796538115
196,22.31988,114.17053,Yau Tsim Mong,308,Private room,2,1,2,0,75,0.58,4.13,1,364,14,1,556.1712289234604,0,0,149,16,72,202,274,2422.969354350563,221.64005230520013,393.716897510981,227.16352208950207
198,22.29439,114.27338,Sai Kung,600,Private room,1,1,1,1,52,0.4,4.81,28,0,39,1,494.1638439023631,1,0,20,7,1,1,2,1683.719152245529,228.91792024542423,242.74620091911345,4899.636381070224
199,22.28822,114.14862,Central & Western,2500,Entire home/apt,4,0,2,0,212,1.65,4.75,2,66,32,1,688.9106259644315,0,0,66,1,25,92,117,3250.839670637357,139.57082985935534,253.1482618582932,460.4372616494389
201,22.30769,114.17203,Yau Tsim Mong,173,Shared room,2,1,10,1,220,1.71,4.91,1,79,14,2,677.646459576316,0,0,103,10,47,151,198,2984.666760827474,328.2271070780359,748.3331258000685,208.84024608563843
202,22.3097,114.16992,Yau Tsim Mong,178,Shared room,10,1,10,1,169,1.33,4.86,1,76,20,2,695.0313900953952,0,0,101,0,51,160,211,2685.625163705897,123.91257588620824,939.0451110884616,297.5246074898995
205,22.3333,114.16546,Sham Shui Po,350,Entire home/apt,2,1,2,0,44,0.36,4.84,28,357,26,1.5,988.7792899194548,0,0,103,3,44,92,136,2220.7247969523933,187.59910843140355,755.8321725252765,427.18522969525145
206,22.33316,114.16513,Sham Shui Po,350,Entire home/apt,2,1,2,0,26,0.21,4.73,28,308,28,1.5,959.9548960037068,0,0,102,3,45,99,144,2183.581163841218,155.13280902848587,718.9046834202411,395.9185380833301
209,22.31979,114.17078,Yau Tsim Mong,559,Entire home/apt,4,1,3,0,42,0.34,4.07,1,88,14,1,576.2055134611305,0,0,150,17,71,205,276,2449.3576660640906,209.56794806168557,416.7052806821591,214.5428435626488
210,22.28439,114.1488,Central & Western,1800,Entire home/apt,4,0,2,0,1,0.01,4,28,364,7,1,645.0282296413636,0,0,83,0,33,175,208,3144.032641264018,70.27219421033028,221.202281012498,413.6528237608517
211,22.31837,114.17157,Yau Tsim Mong,426,Private room,2,1,2,0,1,0.01,5,7,361,15,1,753.2423734029725,0,0,148,0,69,219,288,2546.231898296429,127.11538625666888,592.2709683736731,81.1968572421981
212,22.2973,114.17253,Yau Tsim Mong,308,Private room,2,1,1,0,183,1.45,4.4,1,5,22,1,325.1182757511985,1,0,97,5,57,288,345,3739.574217491169,256.8079671527883,248.80201519383436,340.8595288402238
213,22.29728,114.17249,Yau Tsim Mong,278,Private room,2,1,1,0,280,2.18,4.33,1,5,21,1,327.154929644755,1,0,98,5,57,288,345,3738.263592183156,252.20153614232143,247.01227338017893,338.06006142008295
214,22.29728,114.17253,Yau Tsim Mong,350,Private room,2,1,1,0,63,0.51,4.56,1,21,20,1,323.81147411479213,1,0,97,5,57,288,345,3741.1528101214826,255.4421595475647,250.19460808200432,338.6711625238796
216,22.29747,114.1726,Yau Tsim Mong,348,Private room,2,1,1,0,200,1.58,4.46,1,10,30,1,331.0276033001391,1,0,98,5,58,292,350,3731.264306741339,274.324531481189,243.3980497233108,360.59227537202406
217,22.28295,114.15344,Central & Western,600,Entire home/apt,2,1,1,0,27,0.22,4.67,4,8,11,1,1146.260512917141,0,0,142,2,54,394,448,3505.928267018731,72.37735271747437,268.3247004313618,306.79715987790155
218,22.27828,114.18758,Wan Chai,1094,Entire home/apt,4,2,3,1,238,1.86,4.74,4,308,28,1,629.056407692995,0,0,108,4,35,125,160,3723.462170208847,196.51967080577896,813.4818518258439,196.2047731867512
219,22.29964,114.17162,Yau Tsim Mong,1000,Private room,2,1,1,0,0,0,0,28,363,10,1,574.9423821199583,0,0,80,9,65,314,379,3491.0269816599985,158.02561077152777,113.80369117631554,513.7199891432728
222,22.31767,114.17032,Yau Tsim Mong,579,Private room,2,1,2,0,12,0.09,4.33,2,363,11,1,779.547445525367,0,0,148,13,70,221,291,2430.4457053406536,164.9138624582902,604.488645144806,61.40254294502857
223,22.29758,114.17126,Yau Tsim Mong,365,Private room,2,1,2,0,66,0.52,4.08,1,356,7,1,451.98898052853315,1,0,99,4,56,272,328,3626.375298665847,202.80810925378063,139.8335641593627,289.2956607009806
225,22.31676,114.16959,Yau Tsim Mong,273,Private room,2,1,1,0,337,2.83,4.36,1,339,17,1,862.3465612386086,0,0,127,15,66,214,280,2375.9162619228173,233.85029559278397,682.8671909116142,163.81726593184035
226,22.29684,114.17579,Yau Tsim Mong,313,Shared room,1,1,1,1,13,0.11,4.62,1,241,11,0,159.78563517779196,1,0,73,10,46,276,322,4016.704031614863,48.60152129984161,157.4409678172718,348.12066054803574
227,22.26762,114.18575,Wan Chai,1166,Entire home/apt,3,2,2,0,0,0,0,1,348,8,1,1743.0622001810727,0,0,29,0,10,25,35,2547.813833903433,131.6238863415374,320.9906789003669,1329.4876418204756
228,22.29692,114.17044,Yau Tsim Mong,310,Private room,2,1,1,0,113,0.9,4.65,2,79,18,1,500.48190262372367,0,0,84,2,55,233,288,3623.098560175466,117.78822924659966,199.0047491317078,189.71177614945395
229,22.29685,114.17232,Yau Tsim Mong,1800,Entire home/apt,3,1,2,0,38,0.3,4.42,30,180,10,1,317.4891073822014,1,0,100,6,55,280,335,3760.241871222729,210.53178794303216,223.7022947595777,288.6294772220113
230,22.30762,114.16982,Yau Tsim Mong,263,Private room,3,1,2,1,118,0.94,4.47,1,254,27,1,500.43878808078927,0,0,113,2,55,183,238,2795.0489428632754,185.4311451309479,708.8123828938334,73.88697981982874
231,22.31681,114.16968,Yau Tsim Mong,349,Private room,3,1,2,0,255,2.14,4.46,1,329,15,1,858.3614242681895,0,0,130,14,66,218,284,2383.795864102838,229.5883569763142,679.1793914199587,153.024460120929
232,22.31681,114.16968,Yau Tsim Mong,275,Hotel room,2,1,2,0,52,0.44,4.45,1,344,14,1,858.3614242681895,0,0,130,14,66,218,284,2383.795864102838,229.5883569763142,679.1793914199587,153.024460120929
233,22.31681,114.16968,Yau Tsim Mong,472,Private room,4,1,2,0,135,1.13,4.28,1,55,13,1,858.3614242681895,0,0,130,14,66,218,284,2383.795864102838,229.5883569763142,679.1793914199587,153.024460120929
234,22.31681,114.16968,Yau Tsim Mong,265,Private room,2,1,1,0,230,1.95,4.45,1,339,14,1,858.3614242681895,0,0,130,14,66,218,284,2383.795864102838,229.5883569763142,679.1793914199587,153.024460120929
236,22.31677,114.16959,Yau Tsim Mong,275,Private room,2,1,2,0,154,1.29,4.44,1,344,15,1,861.2523655762074,0,0,128,14,66,214,280,2375.6788024572206,234.94391383399824,681.7782364808868,163.21898539287787
237,22.28808,114.14829,Central & Western,1975,Entire home/apt,4,0,1,0,200,1.6,4.76,2,332,32,1.5,651.5627544850713,0,0,63,4,25,91,116,3214.001913518698,110.88021388790932,227.42875896492916,482.1018607791344
238,22.33564,114.19696,Wong Tai Sin,2900,Entire home/apt,4,2,3,0,34,0.31,4.65,2,348,24,1.5,1036.199983144504,0,0,63,2,17,63,80,5339.608004565059,62.52555198393687,222.0152661454916,2363.493503178339
239,22.31681,114.16968,Yau Tsim Mong,275,Hotel room,2,1,2,0,41,0.35,4.8,1,344,14,1,858.3614242681895,0,0,130,14,66,218,284,2383.795864102838,229.5883569763142,679.1793914199587,153.024460120929
240,22.30971,114.17144,Yau Tsim Mong,253,Private room,2,1,1,1,99,0.8,4.64,1,269,26,1,784.8876359294317,0,0,88,13,41,130,171,2823.4306180995795,102.11094087275792,952.8841059976291,326.74889146986254
241,22.30776,114.17137,Yau Tsim Mong,278,Private room,3,1,2,1,211,1.7,4.39,1,261,25,1,627.4873707974623,0,0,100,8,50,178,228,2922.265466695967,301.411917335166,739.1951035088559,151.30393307462077
242,22.30699,114.16571,Yau Tsim Mong,315,Entire home/apt,1,1,1,0,56,0.45,4,2,0,8,1,318.53674733521177,2,0,69,1,31,87,118,2494.6667486542237,180.40373477463123,551.2628283632207,445.7512972622373
243,22.30676,114.16686,Yau Tsim Mong,269,Private room,1,1,1,0,53,0.43,4.4,28,0,8,1,280.80527977733,1,0,89,9,44,153,197,2602.7560883494457,196.75551280898395,643.9555962036018,326.7229085812544
246,22.27346,114.17567,Wan Chai,1034,Entire home/apt,3,2,2,0,29,0.24,4.93,30,83,24,1,902.8396521597482,0,0,55,1,27,141,168,3406.794813223258,100.26415701987116,255.1948577619505,1208.306240121883
247,22.27889,114.18472,Wan Chai,400,Entire home/apt,2,0,1,0,1,0.26,5,90,125,18,1,831.1747817491016,0,0,133,3,51,244,295,3800.075083374872,228.8425003892746,525.5868651399619,184.01769168269917
249,22.32206,114.17041,Yau Tsim Mong,1421,Entire home/apt,7,3,4,1,393,3.2,4.81,2,208,51,2,342.7814828224129,1,0,138,4,60,151,211,2406.2404306232493,208.4687577313509,224.8655856235214,117.7382757258776
250,22.32218,114.17034,Yau Tsim Mong,1351,Entire home/apt,8,3,7,1,254,2.26,4.81,2,96,43,2,327.94404038747547,1,0,139,1,59,154,213,2399.494695978916,214.32914312182837,213.39772047338425,102.63445868954231
252,22.32059,114.16137,Yau Tsim Mong,310,Entire home/apt,1,1,1,0,1,0.01,5,28,287,10,1,832.5630451972595,0,0,64,0,23,39,62,1476.135759806215,161.4061834330371,359.0888906253625,601.0334703320591
253,22.28428,114.15273,Central & Western,733,Entire home/apt,2,0,1,0,12,0.1,4.42,20,313,29,1,1047.4088692505468,0,0,134,1,60,387,447,3499.183268844534,81.56884081299522,130.49189381279405,195.48016099247013
254,22.31676,114.16967,Yau Tsim Mong,406,Private room,2,1,2,1,107,0.87,4.62,1,321,30,1,863.6536105370785,0,0,128,15,66,214,280,2383.9672771382207,231.837295142284,684.410015019004,156.95778778250454
255,22.28877192550049,114.14430003468344,Central & Western,529,Entire home/apt,2,1,0,0,112,0.9,4.71,3,136,22,1,407.11749335126257,1,0,45,3,16,54,70,2841.4518017675414,162.87000858008818,225.6970821272176,889.7145786044947
256,22.28864,114.14448,Central & Western,351,Entire home/apt,1,0,1,0,41,0.33,4.51,3,237,20,1,402.2947813591881,1,0,48,3,19,54,73,2854.527544835921,151.2480678154427,226.02019849770824,867.3187779701241
257,22.27476,114.16849,Wan Chai,873,Entire home/apt,2,1,1,0,52,0.42,4.9,8,43,11,1,1061.33622091616,0,0,57,2,20,160,180,3855.466325431828,79.89880895412115,219.7063940424872,1105.631968384204
259,22.29819,114.17233,Yau Tsim Mong,286,Hotel room,2,1,1,0,197,1.63,4.71,2,76,16,1,405.7001912270118,1,0,93,15,56,288,344,3655.288917587356,314.8485477367434,182.58956204911215,405.8288467142864
260,22.281521,114.130225,Central & Western,1980,Entire home/apt,2,0,2,0,0,0,0,3,263,22,1,192.81951127024865,1,0,51,0,29,91,120,1249.9483945661505,97.74514577750443,366.0632778951492,726.6455600734706
263,22.31923,114.17156,Yau Tsim Mong,700,Private room,5,0,6,0,21,0.18,4.43,1,337,10,1,668.8929102466968,0,0,142,10,70,210,280,2534.5561984429078,220.99134533050648,515.0055465331131,167.5383227432908
264,22.28823,114.14595,Central & Western,505,Private room,1,1,1,0,79,0.9,4.86,1,62,47,1,460.4314544618812,1,0,63,8,23,62,85,2986.0134664993598,146.3087527774911,232.98432250862453,709.4151666754069
265,22.31684,114.16962,Yau Tsim Mong,491,Private room,3,1,2,1,167,1.38,4.69,2,265,25,1,854.0804302238924,0,0,131,14,66,217,283,2377.051754090073,234.96087990893352,674.7318746531399,156.51976125559412
266,22.31681,114.16968,Yau Tsim Mong,383,Private room,2,1,2,1,188,1.55,4.73,2,286,42,1,858.3614242681895,0,0,130,14,66,218,284,2383.795864102838,229.5883569763142,679.1793914199587,153.024460120929
267,22.31681,114.16968,Yau Tsim Mong,404,Private room,2,1,1,1,140,1.14,4.64,1,308,28,1,858.3614242681895,0,0,130,14,66,218,284,2383.795864102838,229.5883569763142,679.1793914199587,153.024460120929
269,22.31792,114.17132,Yau Tsim Mong,350,Private room,1,1,1,0,50,0.4,4.36,1,82,15,1,787.6073093183608,0,0,146,0,68,219,287,2527.7374057781926,92.22453625320588,621.4516763640707,33.862770651821215
271,22.3179,114.17014,Yau Tsim Mong,515,Private room,2,1,1,0,121,0.98,4.47,1,85,10,1,750.136228537778,0,0,144,17,72,221,293,2407.976657853303,190.81707786434328,574.4057421158619,76.59809259250845
274,22.31959,114.1698,Yau Tsim Mong,301,Private room,2,1,1,0,88,0.71,4.43,1,78,12,1,560.3722941568133,0,0,144,24,74,211,285,2350.4059507224706,295.55702848346044,386.5819661502271,222.13006813642212
276,22.29699,114.17577,Yau Tsim Mong,765,Private room,1,1,1,1,1,0.03,5,1,227,10,1,173.8148813653494,1,0,75,10,48,286,334,4003.969110007426,65.33304458837682,173.58096265420198,363.8468256923759
278,22.28675,114.14766,Central & Western,1082,Entire home/apt,2,0,1,1,45,0.41,4.69,5,290,49,1.5,537.2041021659609,0,0,76,3,31,111,142,3116.307133260308,50.92962035331666,71.80747056155302,496.2833964745753
279,22.30531,114.1708,Yau Tsim Mong,289,Private room,2,1,1,1,415,3.37,4.8,1,60,17,1,448.68509532417096,1,0,106,8,55,178,233,3023.255956763937,282.2366922689491,461.6407279566604,111.93747922440964
280,22.30671,114.17271,Yau Tsim Mong,361,Private room,2,1,2,1,387,3.15,4.8,1,54,17,1,686.4808647216055,0,0,89,6,50,162,212,3100.6483612248803,431.72358665611233,671.9099070769515,267.53172001517964
281,22.28776131333125,113.94251516297352,Islands,298,Private room,1,1,1,0,2,0.06,5,1,0,17,1,202.04401215809847,1,0,63,0,7,20,27,3833.506080867347,118.99854386687512,1049.5602567761523,5380.599908739291
282,22.30529,114.17091,Yau Tsim Mong,277,Private room,1,1,1,1,395,3.25,4.82,1,74,16,1,459.0553589885411,1,0,106,8,56,177,233,3033.729489103304,293.28961389259246,461.80507754550376,123.48473423611362
285,22.297222,114.174828,Yau Tsim Mong,1800,Hotel room,1,1,3,1,3,0.03,4.67,1,0,11,1,185.64179111537013,1,0,87,2,51,304,355,3915.2320057558,137.70079161055622,246.8792465787894,381.3687775240531
286,22.27825,114.17699,Wan Chai,186,Shared room,8,1,6,0,81,0.71,4.57,1,365,44,1,395.80404700707106,1,0,163,10,57,257,314,3868.3309469053943,65.22809782198973,275.4636039891891,739.7118507276209
287,22.3047,114.17232,Yau Tsim Mong,323,Entire home/apt,2,1,1,1,492,4.02,4.77,1,45,17,1,591.4862415421578,0,0,88,12,57,186,243,3189.874320476812,438.84133559177087,457.1582471645968,281.18647792005834
288,22.38425,114.20235,Sha Tin,367,Private room,1,2,1,0,78,0.64,4.95,2,264,42,3,1797.643399992792,0,0,73,2,8,11,19,6405.149278603149,313.3277603253452,314.6637084389515,4207.9875867037945
289,22.32642,114.16541,Sham Shui Po,848,Private room,2,1,1,0,48,0.42,4.85,1,364,16,1.5,368.9393227205948,1,0,100,1,37,114,151,1940.4367697456807,147.18079068370668,502.6500750970734,186.7313092071934
290,22.35747,114.24811,Sai Kung,495,Private room,2,1,1,1,100,0.82,4.73,14,364,11,1,4935.223352386532,0,0,7,0,3,0,3,1368.9722292342185,2564.512500201822,269.5254411243586,1615.7328258568275
292,22.2828,114.15071,Central & Western,641,Entire home/apt,2,0,1,0,3,0.02,4.67,30,308,30,1,881.1125716322679,0,0,60,3,49,322,371,3241.354486723159,49.08380338073292,210.63556696104777,397.3725529712005
293,22.30685,114.17089,Yau Tsim Mong,440,Private room,2,1,1,1,320,2.64,4.84,1,45,25,1,528.2842618462547,0,0,107,14,56,186,242,2933.973876036456,319.6544592461112,631.1965947009489,80.0431203205289
294,22.3038,114.17082,Yau Tsim Mong,430,Entire home/apt,2,1,1,0,15,0.13,4.73,28,45,25,1.5,437.355402905646,1,0,91,6,60,187,247,3126.1312447188,314.1630925547845,299.9649193578376,220.76113512055213
295,22.30922,114.17253,Yau Tsim Mong,450,Private room,2,1,2,0,144,1.19,4.49,1,241,18,1,823.2932812602925,0,0,75,0,34,125,159,2948.124476136137,183.52200933394653,925.4163757885764,346.70691609036726
298,22.30958,114.17244,Yau Tsim Mong,350,Private room,2,1,2,0,105,0.87,4.38,1,205,10,1,843.8969706633526,0,0,84,0,37,118,155,2921.8524083308102,161.57837132541363,961.113422161828,369.7589103240283
299,22.3093,114.17224,Yau Tsim Mong,500,Private room,3,1,2,0,133,1.1,4.41,1,355,10,1,807.4990303978896,0,0,82,2,38,127,165,2917.4987887231123,192.29960236413604,925.7818582388516,332.78382854009584
300,22.31681,114.16968,Yau Tsim Mong,414,Private room,2,1,1,1,193,1.6,4.76,2,285,26,1,858.3614242681895,0,0,130,14,66,218,284,2383.795864102838,229.5883569763142,679.1793914199587,153.024460120929
301,22.31681,114.16968,Yau Tsim Mong,406,Private room,2,1,2,1,190,1.57,4.65,1,324,26,1,858.3614242681895,0,0,130,14,66,218,284,2383.795864102838,229.5883569763142,679.1793914199587,153.024460120929
303,22.30944,114.1701,Yau Tsim Mong,450,Private room,2,1,1,0,6,0.05,4,1,266,9,1,679.7669511087303,0,0,105,0,53,161,214,2715.7830278401298,133.20880779673095,910.4152347237688,267.93120184605493
